Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
974,2025-07-06,WAEG,Gamar Malamo,Gamar Malamo,24,24,50.0,✅ Lengkap
975,2025-07-06,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
976,2025-07-06,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
977,2025-07-06,WAEL,Oesman Sadik,Oesman Sadik,24,35,72.92,✅ Lengkap
978,2025-07-06,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
979,2025-07-06,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
980,2025-07-06,WAEW,Lanud Leo Wattimena,Pitu,24,5,10.42,⚠️ Kurang dari 50%
981,2025-07-06,WAFB,Toraja,Toraja,24,15,31.25,⚠️ Kurang dari 50%
982,2025-07-06,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
983,2025-07-06,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
984,2025-07-06,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
985,2025-07-06,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
986,2025-07-06,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
987,2025-07-06,WAFM,Andi Jemma,Andi Jemma,24,37,77.08,✅ Lengkap
988,2025-07-06,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
989,2025-07-06,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
990,2025-07-06,WAFP,Kasiguncu,Kasiguncu,24,24,50.0,✅ Lengkap
991,2025-07-06,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
992,2025-07-06,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,48,100.0,✅ Lengkap
993,2025-07-06,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
994,2025-07-06,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
995,2025-07-06,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
996,2025-07-06,WAGB,Beringin,Hajji Muhammad Sidik,24,46,95.83,✅ Lengkap
997,2025-07-06,WAGF,H. Asan,Kuala Pembuang,24,1,2.08,⚠️ Kurang dari 50%
998,2025-07-06,WAGG,Tjilik Riwut,Tjilik Riwut,24,51,106.25,✅ Lengkap
999,2025-07-06,WAGI,Iskandar,Iskandar,24,47,97.92,✅ Lengkap
1000,2025-07-06,WAGM,Sanggu,Sanggu,24,17,35.42,⚠️ Kurang dari 50%
1001,2025-07-06,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
1002,2025-07-06,WAGS,H. Asan,H. Asan,24,48,100.0,✅ Lengkap
1003,2025-07-06,WAHH,Lanud Adisutjipto,Adisutjipto,24,1,2.08,⚠️ Kurang dari 50%
1004,2025-07-06,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
1005,2025-07-06,WAHL,Tunggul Wulung,Tunggul Wulung,24,48,100.0,✅ Lengkap
1006,2025-07-06,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,48,100.0,✅ Lengkap
1007,2025-07-06,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,50,104.17,✅ Lengkap
1008,2025-07-06,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
1009,2025-07-06,WAJI,Torea,Mararena,24,16,33.33,⚠️ Kurang dari 50%
1010,2025-07-06,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
1011,2025-07-06,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
1012,2025-07-06,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
1013,2025-07-06,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
1014,2025-07-06,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
1015,2025-07-06,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
1016,2025-07-06,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
1017,2025-07-06,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
1018,2025-07-06,WAKT,Tanah Merah,Tanah Merah,24,21,43.75,⚠️ Kurang dari 50%
1019,2025-07-06,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,7,14.58,⚠️ Kurang dari 50%
1020,2025-07-06,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,49,102.08,✅ Lengkap
1021,2025-07-06,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,49,102.08,✅ Lengkap
1022,2025-07-06,WAMG,Djalaluddin,Djalaluddin,24,48,100.0,✅ Lengkap
1023,2025-07-06,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
1024,2025-07-06,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
1025,2025-07-06,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
1026,2025-07-06,WAMN,Sam Ratulangi,Melonguane,24,29,60.42,✅ Lengkap
1027,2025-07-06,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
1028,2025-07-06,WAOC,Gusti Syamsir Alam,Bersujud,24,48,100.0,✅ Lengkap
1029,2025-07-06,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,48,100.0,✅ Lengkap
1030,2025-07-06,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
1031,2025-07-06,WAOO,Syamsudin Noor,Syamsudin Noor,24,49,102.08,✅ Lengkap
1032,2025-07-06,WAPA,Amahai,Amahai,24,49,102.08,✅ Lengkap
1033,2025-07-06,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
1034,2025-07-06,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
1035,2025-07-06,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
1036,2025-07-06,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
1037,2025-07-06,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
1038,2025-07-06,WAPN,Namlea,Namniwel,24,24,50.0,✅ Lengkap
1039,2025-07-06,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
1040,2025-07-06,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
1041,2025-07-06,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
1042,2025-07-06,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
1043,2025-07-06,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
1044,2025-07-06,WAQA,Nunukan,Nunukan,24,39,81.25,✅ Lengkap
1045,2025-07-06,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
1046,2025-07-06,WAQD,Tanjung Harapan,Tanjung Harapan,24,48,100.0,✅ Lengkap
1047,2025-07-06,WAQJ,Yuvai Semaring,Yuvai Semaring,24,52,108.33,✅ Lengkap
1048,2025-07-06,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
1049,2025-07-06,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
1050,2025-07-06,WAQQ,Juwata,Juwata,24,48,100.0,✅ Lengkap
1051,2025-07-06,WAQT,Kalimarau,Kalimarau,24,48,100.0,✅ Lengkap
1052,2025-07-06,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,32,66.67,✅ Lengkap
1053,2025-07-06,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
1054,2025-07-06,WARD,Dhoho,Dhoho,24,48,100.0,✅ Lengkap
1055,2025-07-06,WARE,Banyuwangi,Noto Hadinegoro,24,48,100.0,✅ Lengkap
1056,2025-07-06,WARR,Juanda,Juanda,24,48,100.0,✅ Lengkap
1057,2025-07-06,WART,Trunojoyo,Trunojoyo,24,24,50.0,✅ Lengkap
1058,2025-07-06,WARW,Sangkapura,Harun Thohir,24,48,100.0,✅ Lengkap
1059,2025-07-06,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
1060,2025-07-06,WASF,Torea,Siboru,24,48,100.0,✅ Lengkap
1061,2025-07-06,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
1062,2025-07-06,WASK,Utarom,Utarom,24,24,50.0,✅ Lengkap
1063,2025-07-06,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
1064,2025-07-06,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
1065,2025-07-06,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
1066,2025-07-06,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
1067,2025-07-06,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
1068,2025-07-06,WATA,Eltari,A. A. Bere Tallo,24,6,12.5,⚠️ Kurang dari 50%
1069,2025-07-06,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
1070,2025-07-06,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,48,100.0,✅ Lengkap
1071,2025-07-06,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,36,75.0,✅ Lengkap
1072,2025-07-06,WATG,Frans Sales Lega,Frans Sales Lega,24,48,100.0,✅ Lengkap
1073,2025-07-06,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,25,52.08,✅ Lengkap
1074,2025-07-06,WATL,Gewayantana,Gewayantana,24,48,100.0,✅ Lengkap
1075,2025-07-06,WATM,Mali,Mali,24,47,97.92,✅ Lengkap
1076,2025-07-06,WATO,Komodo,Komodo,24,48,100.0,✅ Lengkap
1077,2025-07-06,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
1078,2025-07-06,WATR,David Constantijn Saudale,David Constantijn Saudale,24,24,50.0,✅ Lengkap
1079,2025-07-06,WATS,Tardamu,Tardamu,24,48,100.0,✅ Lengkap
1080,2025-07-06,WATT,Eltari,El Tari,24,48,100.0,✅ Lengkap
1081,2025-07-06,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,48,100.0,✅ Lengkap
1082,2025-07-06,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
1083,2025-07-06,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
1084,2025-07-06,WAUU,Rendani,Rendani,24,48,100.0,✅ Lengkap
1085,2025-07-06,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
1086,2025-07-06,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
1087,2025-07-06,WAVV,Wamena,Wamena,24,48,100.0,✅ Lengkap
1088,2025-07-06,WAWB,Beto Ambari,Betoambari,24,24,50.0,✅ Lengkap
1089,2025-07-06,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
1090,2025-07-06,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
1091,2025-07-06,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
1092,2025-07-06,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
1093,2025-07-06,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
1094,2025-07-06,WAWW,Lanud Haluoleo,Haluoleo,24,31,64.58,✅ Lengkap
1095,2025-07-06,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
1096,2025-07-06,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
1097,2025-07-06,WAYY,Mozez Kilangin,Mozez Kilangin,24,47,97.92,✅ Lengkap
1098,2025-07-06,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
1099,2025-07-06,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
1100,2025-07-06,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
1101,2025-07-06,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
1102,2025-07-06,WICA,Kertajati,Kertajati,24,48,100.0,✅ Lengkap
1103,2025-07-06,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,34,70.83,✅ Lengkap
1104,2025-07-06,WICD,Kertajati,Cakrabhuwana,24,24,50.0,✅ Lengkap
1105,2025-07-06,WICN,Tunggul Wulung,Nusawiru,24,48,100.0,✅ Lengkap
1106,2025-07-06,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
1107,2025-07-06,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
1108,2025-07-06,WIDM,Tarempa,Matak,24,0,0.0,❌ Tidak ada data
1109,2025-07-06,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,47,97.92,✅ Lengkap
1110,2025-07-06,WIDO,Lanud Raden Sadjad,Ranai,24,12,25.0,⚠️ Kurang dari 50%
1111,2025-07-06,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
1112,2025-07-06,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,49,102.08,✅ Lengkap
1113,2025-07-06,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
1114,2025-07-06,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
1115,2025-07-06,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
1116,2025-07-06,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,48,100.0,✅ Lengkap
1117,2025-07-06,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
1118,2025-07-06,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,41,85.42,✅ Lengkap
1119,2025-07-06,WIII,Soekarno Hatta,Soekarno Hatta,24,48,100.0,✅ Lengkap
1120,2025-07-06,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
1121,2025-07-06,WIJI,Depati Parbo,Depati Parbo,24,48,100.0,✅ Lengkap
1122,2025-07-06,WIJJ,Sultan Thaha,Sultan Thaha,24,48,100.0,✅ Lengkap
1123,2025-07-06,WIKK,Depati Amir,Depati Amir,24,48,100.0,✅ Lengkap
1124,2025-07-06,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,48,100.0,✅ Lengkap
1125,2025-07-06,WILL,Radin Inten II,Radin Inten II,24,50,104.17,✅ Lengkap
1126,2025-07-06,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
1127,2025-07-06,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
1128,2025-07-06,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
1129,2025-07-06,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
1130,2025-07-06,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
1131,2025-07-06,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
1132,2025-07-06,WIMM,Kualanamu,Kualanamu Internasional,24,48,100.0,✅ Lengkap
1133,2025-07-06,WIMN,Silangit,Raja Sisingamangaraja XII,24,45,93.75,✅ Lengkap
1134,2025-07-06,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
1135,2025-07-06,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
1136,2025-07-06,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
1137,2025-07-06,WIOD,Singkawang,Singkawang,24,21,43.75,⚠️ Kurang dari 50%
1138,2025-07-06,WIOG,Nangapinoh,Nangapinoh,24,19,39.58,⚠️ Kurang dari 50%
1139,2025-07-06,WIOK,Rahadi Oesman,Rahadi Oesman,24,48,100.0,✅ Lengkap
1140,2025-07-06,WIOO,Supadio,Supadio,24,48,100.0,✅ Lengkap
1141,2025-07-06,WIOP,Pangsuma,Pangsuma,24,24,50.0,✅ Lengkap
1142,2025-07-06,WIOS,Tebelian,Tebelian,24,48,100.0,✅ Lengkap
1143,2025-07-06,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,42,87.5,✅ Lengkap
1144,2025-07-06,WIPO,Radin Inten II,Gatot Soebroto,24,1,2.08,⚠️ Kurang dari 50%
1145,2025-07-06,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,48,100.0,✅ Lengkap
1146,2025-07-06,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
1147,2025-07-06,WIRR,Budiarto,Budiarto,24,48,100.0,✅ Lengkap
1148,2025-07-06,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
1149,2025-07-06,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
1150,2025-07-06,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
1151,2025-07-06,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
1152,2025-07-06,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,43,89.58,✅ Lengkap
1153,2025-07-07,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,48,100.0,✅ Lengkap
1154,2025-07-07,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
1155,2025-07-07,WABB,Frans Kaisiepo,Frans Kaisiepo,24,48,100.0,✅ Lengkap
1156,2025-07-07,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
1157,2025-07-07,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
1158,2025-07-07,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
1159,2025-07-07,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,23,47.92,⚠️ Kurang dari 50%
1160,2025-07-07,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,48,100.0,✅ Lengkap
1161,2025-07-07,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,48,100.0,✅ Lengkap
1162,2025-07-07,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,48,100.0,✅ Lengkap
1163,2025-07-07,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,48,100.0,✅ Lengkap
1164,2025-07-07,WADY,Banyuwangi,Banyuwangi,24,48,100.0,✅ Lengkap
1165,2025-07-07,WAEE,Sultan Babullah,Sultan Babullah,24,47,97.92,✅ Lengkap
1166,2025-07-07,WAEG,Gamar Malamo,Gamar Malamo,24,24,50.0,✅ Lengkap
1167,2025-07-07,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
1168,2025-07-07,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
1169,2025-07-07,WAEL,Oesman Sadik,Oesman Sadik,24,32,66.67,✅ Lengkap
1170,2025-07-07,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
1171,2025-07-07,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
1172,2025-07-07,WAEW,Lanud Leo Wattimena,Pitu,24,24,50.0,✅ Lengkap
1173,2025-07-07,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
1174,2025-07-07,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
1175,2025-07-07,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
1176,2025-07-07,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
1177,2025-07-07,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
1178,2025-07-07,WAFL,Sultan Bantilan,Sultan Bantilan,24,23,47.92,⚠️ Kurang dari 50%
1179,2025-07-07,WAFM,Andi Jemma,Andi Jemma,24,35,72.92,✅ Lengkap
1180,2025-07-07,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
1181,2025-07-07,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
1182,2025-07-07,WAFP,Kasiguncu,Kasiguncu,24,23,47.92,⚠️ Kurang dari 50%
1183,2025-07-07,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
1184,2025-07-07,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,47,97.92,✅ Lengkap
1185,2025-07-07,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
1186,2025-07-07,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
1187,2025-07-07,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
1188,2025-07-07,WAGB,Beringin,Hajji Muhammad Sidik,24,48,100.0,✅ Lengkap
1189,2025-07-07,WAGF,H. Asan,Kuala Pembuang,24,15,31.25,⚠️ Kurang dari 50%
1190,2025-07-07,WAGG,Tjilik Riwut,Tjilik Riwut,24,49,102.08,✅ Lengkap
1191,2025-07-07,WAGI,Iskandar,Iskandar,24,46,95.83,✅ Lengkap
1192,2025-07-07,WAGM,Sanggu,Sanggu,24,16,33.33,⚠️ Kurang dari 50%
1193,2025-07-07,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
1194,2025-07-07,WAGS,H. Asan,H. Asan,24,48,100.0,✅ Lengkap
1195,2025-07-07,WAHH,Lanud Adisutjipto,Adisutjipto,24,15,31.25,⚠️ Kurang dari 50%
1196,2025-07-07,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
1197,2025-07-07,WAHL,Tunggul Wulung,Tunggul Wulung,24,48,100.0,✅ Lengkap
1198,2025-07-07,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,47,97.92,✅ Lengkap
1199,2025-07-07,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,48,100.0,✅ Lengkap
1200,2025-07-07,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
1201,2025-07-07,WAJI,Torea,Mararena,24,12,25.0,⚠️ Kurang dari 50%
1202,2025-07-07,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
1203,2025-07-07,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
1204,2025-07-07,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
1205,2025-07-07,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
1206,2025-07-07,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
1207,2025-07-07,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
1208,2025-07-07,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
1209,2025-07-07,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
1210,2025-07-07,WAKT,Tanah Merah,Tanah Merah,24,24,50.0,✅ Lengkap
1211,2025-07-07,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,7,14.58,⚠️ Kurang dari 50%
1212,2025-07-07,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,50,104.17,✅ Lengkap
1213,2025-07-07,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,48,100.0,✅ Lengkap
1214,2025-07-07,WAMG,Djalaluddin,Djalaluddin,24,48,100.0,✅ Lengkap
1215,2025-07-07,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
1216,2025-07-07,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
1217,2025-07-07,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
1218,2025-07-07,WAMN,Sam Ratulangi,Melonguane,24,15,31.25,⚠️ Kurang dari 50%
1219,2025-07-07,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
1220,2025-07-07,WAOC,Gusti Syamsir Alam,Bersujud,24,48,100.0,✅ Lengkap
1221,2025-07-07,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,48,100.0,✅ Lengkap
1222,2025-07-07,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
1223,2025-07-07,WAOO,Syamsudin Noor,Syamsudin Noor,24,48,100.0,✅ Lengkap
1224,2025-07-07,WAPA,Amahai,Amahai,24,49,102.08,✅ Lengkap
1225,2025-07-07,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
1226,2025-07-07,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
1227,2025-07-07,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
1228,2025-07-07,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
1229,2025-07-07,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
1230,2025-07-07,WAPN,Namlea,Namniwel,24,22,45.83,⚠️ Kurang dari 50%
1231,2025-07-07,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
1232,2025-07-07,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
1233,2025-07-07,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
1234,2025-07-07,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
1235,2025-07-07,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
1236,2025-07-07,WAQA,Nunukan,Nunukan,24,48,100.0,✅ Lengkap
1237,2025-07-07,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
1238,2025-07-07,WAQD,Tanjung Harapan,Tanjung Harapan,24,48,100.0,✅ Lengkap
1239,2025-07-07,WAQJ,Yuvai Semaring,Yuvai Semaring,24,55,114.58,✅ Lengkap
1240,2025-07-07,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
1241,2025-07-07,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
1242,2025-07-07,WAQQ,Juwata,Juwata,24,45,93.75,✅ Lengkap
1243,2025-07-07,WAQT,Kalimarau,Kalimarau,24,48,100.0,✅ Lengkap
1244,2025-07-07,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,48,100.0,✅ Lengkap
1245,2025-07-07,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
1246,2025-07-07,WARD,Dhoho,Dhoho,24,48,100.0,✅ Lengkap
1247,2025-07-07,WARE,Banyuwangi,Noto Hadinegoro,24,48,100.0,✅ Lengkap
1248,2025-07-07,WARR,Juanda,Juanda,24,48,100.0,✅ Lengkap
1249,2025-07-07,WART,Trunojoyo,Trunojoyo,24,9,18.75,⚠️ Kurang dari 50%
